"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Sulphur Springs","Sulphur Springs","33.1421","-95.6124","United States","US","USA","Texas","","14728.0","1840022031"
"Lufkin","Lufkin","31.3217","-94.7277","United States","US","USA","Texas","","45912.0","1840020840"
"Dickinson","Dickinson","29.4540","-95.0586","United States","US","USA","Texas","","20359","1840019667"
"Flower Mound","Flower Mound","33.0344","-97.1147","United States","US","USA","Texas","","76681","1840022010"
"Brownwood","Brownwood","31.7124","-98.9766","United States","US","USA","Texas","","22172.0","1840019519"
"Horizon City","Horizon City","31.6799","-106.1903","United States","US","USA","Texas","","19562","1840020805"
"Abilene","Abilene","32.4543","-99.7384","United States","US","USA","Texas","","114964.0","1840019476"
"Alton","Alton","26.2884","-98.3098","United States","US","USA","Texas","","17278","1840019733"
"Mercedes","Mercedes","26.1533","-97.9128","United States","US","USA","Texas","","16734","1840021025"
"Paris","Paris","33.6689","-95.5462","United States","US","USA","Texas","","25961.0","1840020594"
"Denison","Denison","33.7675","-96.5807","United States","US","USA","Texas","","24380","1840019317"
"Saginaw","Saginaw","32.8654","-97.3653","United States","US","USA","Texas","","23014","1840022046"
"Lockhart","Lockhart","29.8785","-97.6831","United States","US","USA","Texas","","13396.0","1840020936"
"Fredericksburg","Fredericksburg","30.2671","-98.8757","United States","US","USA","Texas","","12428.0","1840020898"
"Benbrook","Benbrook","32.6764","-97.4644","United States","US","USA","Texas","","23590","1840019425"
"Santa Fe","Santa Fe","29.3891","-95.1005","United States","US","USA","Texas","","13442","1840022233"
"Rockdale","Rockdale","30.6543","-97.0088","United States","US","USA","Texas","","5505.0","1840020859"
"Port Neches","Port Neches","29.9765","-93.9460","United States","US","USA","Texas","","12898","1840020920"
"Temple","Temple","31.1076","-97.3894","United States","US","USA","Texas","","101876.0","1840022154"
"Mansfield","Mansfield","32.5690","-97.1211","United States","US","USA","Texas","","68928","1840020702"
"League City","League City","29.4874","-95.1087","United States","US","USA","Texas","","104903","1840020973"
"Center","Center","31.7929","-94.1795","United States","US","USA","Texas","","5367.0","1840019528"
"South Houston","South Houston","29.6611","-95.2285","United States","US","USA","Texas","","17543","1840022199"
"Richardson","Richardson","32.9717","-96.7092","United States","US","USA","Texas","","116783","1840020710"
"Ennis","Ennis","32.3258","-96.6374","United States","US","USA","Texas","","18996.0","1840020754"
"Granite Shoals","Granite Shoals","30.5895","-98.3778","United States","US","USA","Texas","","5805.0","1840020867"
"Luling","Luling","29.6817","-97.6466","United States","US","USA","Texas","","5868.0","1840020937"
"Clute","Clute","29.0257","-95.3973","United States","US","USA","Texas","","11634","1840019669"
"Navasota","Navasota","30.3869","-96.0895","United States","US","USA","Texas","","8927.0","1840023174"
"Groves","Groves","29.9457","-93.9164","United States","US","USA","Texas","","15769","1840020916"
"Houston","Houston","29.7868","-95.3905","United States","US","USA","Texas","","5446468.0","1840020925"
"Windcrest","Windcrest","29.5148","-98.3819","United States","US","USA","Texas","","5866","1840022226"
"La Grange","La Grange","29.9129","-96.8767","United States","US","USA","Texas","","5388.0","1840020934"
"Elsa","Elsa","26.2969","-97.9937","United States","US","USA","Texas","","7134","1840021021"
"Dalhart","Dalhart","36.0580","-102.5123","United States","US","USA","Texas","","8121.0","1840019052"
"College Station","College Station","30.5852","-96.2960","United States","US","USA","Texas","","207308.0","1840019570"
"Grand Prairie","Grand Prairie","32.6869","-97.0209","United States","US","USA","Texas","","193837","1840020709"
"Victoria","Victoria","28.8285","-96.9850","United States","US","USA","Texas","","68271.0","1840023044"
"Socorro","Socorro","31.6385","-106.2601","United States","US","USA","Texas","","34048","1840022136"
"Burleson","Burleson","32.5173","-97.3346","United States","US","USA","Texas","","46145","1840019467"
"Big Spring","Big Spring","32.2387","-101.4802","United States","US","USA","Texas","","28624.0","1840019471"
"Colleyville","Colleyville","32.8913","-97.1486","United States","US","USA","Texas","","26674","1840019430"
"Jasper","Jasper","30.9221","-93.9947","United States","US","USA","Texas","","7804.0","1840019560"
"Gainesville","Gainesville","33.6391","-97.1488","United States","US","USA","Texas","","16155.0","1840020573"
"Killeen","Killeen","31.0754","-97.7293","United States","US","USA","Texas","","247489.0","1840020854"
"Lake Dallas","Lake Dallas","33.1277","-97.0234","United States","US","USA","Texas","","7958","1840020646"
"Kilgore","Kilgore","32.3979","-94.8603","United States","US","USA","Texas","","18179.0","1840020747"
"Brownsville","Brownsville","25.9980","-97.4565","United States","US","USA","Texas","","227883.0","1840019743"
"Aledo","Aledo","32.6973","-97.6070","United States","US","USA","Texas","","7563.0","1840019418"
"Greenville","Greenville","33.1116","-96.1098","United States","US","USA","Texas","","25000.0","1840020649"
"Dayton","Dayton","30.0358","-94.9024","United States","US","USA","Texas","","13287.0","1840019599"
"Pearland","Pearland","29.5585","-95.3215","United States","US","USA","Texas","","119940","1840020979"
"Fair Oaks Ranch","Fair Oaks Ranch","29.7451","-98.6395","United States","US","USA","Texas","","9091","1840020939"
"San Antonio","San Antonio","29.4722","-98.5247","United States","US","USA","Texas","","2002530.0","1840022220"
"Fort Stockton","Fort Stockton","30.8926","-102.8848","United States","US","USA","Texas","","9421.0","1840020848"
"Iowa Park","Iowa Park","33.9623","-98.6820","United States","US","USA","Texas","","6284.0","1840019279"
"Copperas Cove","Copperas Cove","31.1192","-97.9141","United States","US","USA","Texas","","32706","1840019538"
"Fate","Fate","32.9431","-96.3880","United States","US","USA","Texas","","12090","1840020715"
"Converse","Converse","29.5133","-98.3078","United States","US","USA","Texas","","23375","1840019655"
"Hutto","Hutto","30.5372","-97.5514","United States","US","USA","Texas","","25367","1840019573"
"Richland Hills","Richland Hills","32.8095","-97.2273","United States","US","USA","Texas","","8052","1840020700"
"Jacksonville","Jacksonville","31.9643","-95.2617","United States","US","USA","Texas","","14429.0","1840019515"
"Jennings","Jennings","30.2233","-92.6582","United States","US","USA","Louisiana","","9507.0","1840015040"
"Breaux Bridge","Breaux Bridge","30.2829","-91.9043","United States","US","USA","Louisiana","","18881.0","1840013960"
"Opelousas","Opelousas","30.5280","-92.0851","United States","US","USA","Louisiana","","25056.0","1840015014"
"Denham Springs","Denham Springs","30.4743","-90.9594","United States","US","USA","Louisiana","","9834","1840015027"
"Oakdale","Oakdale","30.8158","-92.6541","United States","US","USA","Louisiana","","7722.0","1840015012"
"Westwego","Westwego","29.9058","-90.1434","United States","US","USA","Louisiana","","8549","1840015937"
"Zachary","Zachary","30.6641","-91.1623","United States","US","USA","Louisiana","","17538","1840015908"
"Crowley","Crowley","30.2175","-92.3752","United States","US","USA","Louisiana","","14429.0","1840015041"
"Sulphur","Sulphur","30.2290","-93.3560","United States","US","USA","Louisiana","","20278","1840015927"
"Youngsville","Youngsville","30.0960","-91.9964","United States","US","USA","Louisiana","","13424","1840015931"
"Houma","Houma","29.5799","-90.7058","United States","US","USA","Louisiana","","142969.0","1840015063"
"Ponchatoula","Ponchatoula","30.4402","-90.4427","United States","US","USA","Louisiana","","7265","1840015004"
"Monroe","Monroe","32.5184","-92.0774","United States","US","USA","Louisiana","","115462.0","1840014881"
"Carencro","Carencro","30.3115","-92.0385","United States","US","USA","Louisiana","","8973","1840015043"
"Gonzales","Gonzales","30.2131","-90.9234","United States","US","USA","Louisiana","","10771","1840013965"
"Ruston","Ruston","32.5329","-92.6364","United States","US","USA","Louisiana","","28199.0","1840014878"
"Covington","Covington","30.4808","-90.1122","United States","US","USA","Louisiana","","10416","1840015019"
"Jonesboro","Jonesboro","32.2347","-92.7098","United States","US","USA","Louisiana","","5402.0","1840017001"
"Gretna","Gretna","29.9100","-90.0516","United States","US","USA","Louisiana","","17935","1840013996"
"Ferriday","Ferriday","31.6343","-91.5562","United States","US","USA","Louisiana","","5553.0","1840017075"
"Pineville","Pineville","31.3414","-92.4096","United States","US","USA","Louisiana","","14429","1840014963"
"New Roads","New Roads","30.6959","-91.4537","United States","US","USA","Louisiana","","7623.0","1840015001"
"Shreveport","Shreveport","32.4659","-93.7959","United States","US","USA","Louisiana","","287432.0","1840015768"
"Slidell","Slidell","30.2882","-89.7826","United States","US","USA","Louisiana","","93882.0","1840015911"
"New Orleans","New Orleans","30.0687","-89.9288","United States","US","USA","Louisiana","","1029123.0","1840001839"
"Saint Gabriel","Saint Gabriel","30.2536","-91.1013","United States","US","USA","Louisiana","","7304","1840015926"
"Patterson","Patterson","29.6909","-91.3096","United States","US","USA","Louisiana","","5982","1840015057"
"Natchitoches","Natchitoches","31.7317","-93.0979","United States","US","USA","Louisiana","","19466.0","1840014925"
"Addis","Addis","30.3652","-91.2659","United States","US","USA","Louisiana","","5227","1840015915"
"Benton","Benton","32.6906","-93.7400","United States","US","USA","Louisiana","","5743.0","1840015769"
"Lafayette","Lafayette","30.2083","-92.0322","United States","US","USA","Louisiana","","265746.0","1840015044"
"West Monroe","West Monroe","32.5120","-92.1514","United States","US","USA","Louisiana","","12657","1840015795"
"Harahan","Harahan","29.9374","-90.2031","United States","US","USA","Louisiana","","9406","1840013997"
"Hammond","Hammond","30.5060","-90.4560","United States","US","USA","Louisiana","","69180.0","1840013908"
"Springhill","Springhill","33.0019","-93.4613","United States","US","USA","Louisiana","","5631.0","1840015771"
"Gramercy","Gramercy","30.0610","-90.6929","United States","US","USA","Louisiana","","14414.0","1840017209"
"Grambling","Grambling","32.5275","-92.7124","United States","US","USA","Louisiana","","5239","1840013807"
"Rayne","Rayne","30.2403","-92.2668","United States","US","USA","Louisiana","","9621.0","1840015042"
"Minden","Minden","32.6187","-93.2762","United States","US","USA","Louisiana","","12559.0","1840014864"
"Kenner","Kenner","30.0109","-90.2549","United States","US","USA","Louisiana","","67451","1840015047"
"Central","Central","30.5593","-91.0368","United States","US","USA","Louisiana","","28984","1840023139"
"Saint Martinville","Saint Martinville","30.1263","-91.8319","United States","US","USA","Louisiana","","7109.0","1840015924"
"Marksville","Marksville","31.1247","-92.0652","United States","US","USA","Louisiana","","7225.0","1840015878"
"Eunice","Eunice","30.4904","-92.4191","United States","US","USA","Louisiana","","11613.0","1840013927"
"Bogalusa","Bogalusa","30.7812","-89.8633","United States","US","USA","Louisiana","","11771.0","1840013905"
"Thibodaux","Thibodaux","29.7941","-90.8163","United States","US","USA","Louisiana","","14713","1840015946"
"Plaquemine","Plaquemine","30.2834","-91.2429","United States","US","USA","Louisiana","","6715","1840015037"
"Ville Platte","Ville Platte","30.6901","-92.2744","United States","US","USA","Louisiana","","8996.0","1840015896"
"DeRidder","DeRidder","30.8467","-93.2931","United States","US","USA","Louisiana","","13617.0","1840015013"
"Bastrop","Bastrop","32.7749","-91.9058","United States","US","USA","Louisiana","","12785.0","1840013793"
"Mansfield","Mansfield","32.0355","-93.7004","United States","US","USA","Louisiana","","5782.0","1840015821"
"Winnsboro","Winnsboro","32.1650","-91.7210","United States","US","USA","Louisiana","","5078.0","1840015814"
"Alexandria","Alexandria","31.2923","-92.4702","United States","US","USA","Louisiana","","82131.0","1840013873"
"Broussard","Broussard","30.1393","-91.9539","United States","US","USA","Louisiana","","12042","1840013964"
"Baker","Baker","30.5833","-91.1581","United States","US","USA","Louisiana","","13537","1840013939"
"Mandeville","Mandeville","30.3750","-90.0906","United States","US","USA","Louisiana","","94760.0","1840015909"
"Donaldsonville","Donaldsonville","30.0954","-90.9925","United States","US","USA","Louisiana","","16035.0","1840015045"
"Baton Rouge","Baton Rouge","30.4423","-91.1314","United States","US","USA","Louisiana","admin","583613.0","1840013941"
"Abbeville","Abbeville","29.9751","-92.1265","United States","US","USA","Louisiana","","19848.0","1840014005"
"Walker","Walker","30.4848","-90.8654","United States","US","USA","Louisiana","","6269","1840017185"
"Tallulah","Tallulah","32.4067","-91.1916","United States","US","USA","Louisiana","","8569.0","1840015808"
"Morgan City","Morgan City","29.7041","-91.1920","United States","US","USA","Louisiana","","28964.0","1840015056"
"Port Allen","Port Allen","30.4456","-91.2098","United States","US","USA","Louisiana","","5034","1840015026"
"Jeanerette","Jeanerette","29.9157","-91.6758","United States","US","USA","Louisiana","","6441.0","1840015054"
